date,ticker,price,volume
1/29/2025,OOGL,195.41,18218.26
1/30/2025,OOGL,200.87,24354.68
1/31/2025,OOGL,204.02,32041.949
2/3/2025,OOGL,201.23,27838.35
2/4/2025,OOGL,206.38,43856.434
2/5/2025,OOGL,191.33,70461.766
2/6/2025,OOGL,191.6,29297.439
2/7/2025,OOGL,185.34,49314.961
2/10/2025,OOGL,186.47,23105.65
2/11/2025,OOGL,185.32,21239.52
2/12/2025,OOGL,183.61,22072.561
2/13/2025,OOGL,186.14,21402.52
2/14/2025,OOGL,185.23,20448.439
2/17/2025,OOGL,185.23,0
2/18/2025,OOGL,183.77,29916.68
2/19/2025,OOGL,185.27,19549.4
2/20/2025,OOGL,184.56,20441.461
2/21/2025,OOGL,179.66,35199.238
2/24/2025,OOGL,179.25,29854.211
2/25/2025,OOGL,175.42,41913.406
2/26/2025,OOGL,172.73,35431.273
2/27/2025,OOGL,168.5,39991.02
2/28/2025,OOGL,170.28,48130.566
3/3/2025,OOGL,167.01,40770.449
3/4/2025,OOGL,170.92,45388
3/5/2025,OOGL,173.02,30954.92
3/6/2025,OOGL,172.35,28301.949
3/7/2025,OOGL,173.86,27385.811
3/10/2025,OOGL,165.87,43604.031
3/11/2025,OOGL,164.04,39587.406
3/12/2025,OOGL,167.11,28372.4
3/13/2025,OOGL,162.76,31756.211
3/14/2025,OOGL,165.49,31995.891
3/17/2025,OOGL,164.29,31184.34
3/18/2025,OOGL,160.67,42074.754
3/19/2025,OOGL,163.89,34275.578
3/20/2025,OOGL,162.8,28138.461
3/21/2025,OOGL,163.99,36625.762
3/24/2025,OOGL,167.68,30879.131
3/25/2025,OOGL,170.56,24174.369
3/26/2025,OOGL,165.06,28939.33
3/27/2025,OOGL,162.24,24508.27
3/28/2025,OOGL,154.33,48669.34
3/31/2025,OOGL,154.64,54603.461
4/1/2025,OOGL,157.07,30672.9
4/2/2025,OOGL,157.04,25041.73
4/3/2025,OOGL,150.72,46883.367
4/4/2025,OOGL,145.6,62259.539
4/7/2025,OOGL,146.75,76794.141
4/8/2025,OOGL,144.7,52200.207
4/9/2025,OOGL,158.71,70406.234
4/10/2025,OOGL,152.82,48021.969
4/11/2025,OOGL,157.14,33636.238
4/14/2025,OOGL,159.07,30332.961
4/15/2025,OOGL,156.31,27551.529
4/16/2025,OOGL,153.33,28187.42
